,0
0,"Since the mid-1990s, the decline of the yellow perch population of Lake Saint-Pierre (hereinafter LSP) in Quebec, Canada has been the subject of several research programs. The combined effect of habitat deterioration, the presence of invasive species, and poor water quality negatively affected the yellow perch population in this lake. In 2013, we sampled yellow perch (larvae, juveniles and adults) at six sites along the St. Lawrence River representing a gradient of increasing human influences from upstream to downstream and measured several biomarkers including retinoid compounds (vitamin A). In the most contaminated sites (LSP, north and south shores), we found that retinoid stores were decreased in all three stages of development. To corroborate these results and to test other biomarkers, we once again sampled yellow perch (adults only) from the same sites. Results from our 2014 and 2015 samplings confirmed that LSP yellow perch appeared to be at a disadvantage compared to fish from upstream populations. Individuals from LSP have lower acetylcholinesterase (AChE) activity as well as lower retinoid levels in liver and plasma. These fish were also marked by lower levels of antioxidants such as lycopene and vitamin E. A discriminant analysis of this set of results confirmed that the yellow perch of the LSP could be easily discriminated from those of the other sites (2014 and 2015) on the basis of liver retinoid and, to a lesser extent, of the liver tocopherol and protein concentration of the muscle, as well as AChE activity and DROH (all-trans-3,4-dehydroretinol) measured in plasma."
0,Low tissue concentrations of carotenoids have been suggested to contribute to insulin resistance in obesity.
1,"The objectives of the study were to 1) evaluate the relations of adipose tissue and serum carotenoids with body fat, abdominal fat distribution, muscle, adipose tissue and liver insulin resistance, and dietary intake; 2) evaluate the relations and distributions of carotenoids detected in adipose tissue and serum; and 3) compare serum carotenoids and retinol concentrations in subjects with and without obesity."
2,"Post hoc analysis of serum and adipose tissue carotenoids in individuals [n = 80; 31 men, 49 women; age (mean ± SEM): 51.4 ± 1.1 y] who participated in 2 separate studies conducted at the Clinical Research Facility at the Garvan Institute of Medical Research (Sydney) between 2008 and 2013. Retinol, α-carotene, β-carotene, ζ-carotene, lutein, lycopene, phytoene, and phytofluene were measured using HPLC. Body composition was measured by dual-energy X-ray absorptiometry. Insulin resistance was measured by 2-step hyperinsulinemic-euglycemic clamps with deuterated glucose (n = 64), and subcutaneous and visceral abdominal volume and liver and pancreatic fat by MRI (n = 60). Periumbilical subcutaneous fat biopsy was performed and carotenoids and retinol measured in the tissue (n = 16)."
3,"We found that ζ-carotene, phytoene, and phytofluene were stored in considerable amounts in adipose tissue (25% of adipose tissue carotenoids). Carotenoid concentrations in adipose tissue and serum correlated significantly, but they followed different distributions: ζ-carotene was 3-fold higher in adipose tissue compared with serum, while lutein and lycopene made up 20% and 21% of serum carotenoids compared with 2% and 12% of adipose tissue carotenoids, respectively. Liver (P ≤ 0.028) and adipose tissue (P = 0.023), but not muscle (P ≥ 0.16), insulin resistance correlated inversely with many of the serum carotenoids."
4,"Multiple serum and adipose tissue carotenoids are associated with favorable metabolic traits, including insulin sensitivity in liver and adipose tissue in humans."
0,"Creatinine phosphokinase (CPK) and lactate dehydrogenase (LDH) are important biological markers of various myocardial disorders and exercise-induced muscle damage. Lycopene, on the other side, is a natural anti-oxidant with protective action against cardiovascular risk. Fifteen anaerobically trained athletes with elevated LDH and CPK baseline levels were enrolled in this study after undergoing thorough biochemical and cardiovascular evaluation with echocardiocraphy. In nine athletes tomato juice, a lycopene plain juice, was administered during and after exercise, replacing the carbohydrate supplementation beverages commonly used during training for over a 2-month period. Tomato juice administration significantly reduced LDH and CPK levels, which returned back to almost normal levels. At the same time homocysteine and C-reactive protein were also attenuated. No changes were observed in the control group, where the usual carbohydrate supplementation had been followed. "
0,"The aim of this study was to assess the nutritional effect of tomato pomace, in combination with two distinct fat sources (lard or soya bean oil), on longissimus lumborum muscle, subcutaneous fat and liver of young pigs. Forty male pigs of 4 weeks old were randomly assigned to four dietary treatments using two fibre sources (wheat bran or 5.0% tomato pomace) and two fat sources (lard or soya bean oil), in a 2 × 2 factorial design for a 5-week trial. Tomato pomace did not improve colour, fatty acid profile, cholesterol content or lipid oxidation, nor did it yield detectable levels in lycopene or β-carotene in the meat (p > 0.05). However, a positive increase in α-tocopherol content of meat and liver was observed in pigs fed tomato pomace (p < 0.05). Compared with lard, soya bean oil increased MUFA and PUFA proportions and decreased the percentage of SFA (p < 0.05). Our results indicate that 5.0% of tomato pomace increases pork oxidative stability and that 5.0% of soya bean oil, compared with lard, improves its nutritional quality."
0,A poor fat-soluble micronutrient (FMN) and a high oxidative stress status are associated with frailty. Our aim was to determine the cross-sectional association of FMNs and oxidative stress biomarkers [protein carbonyls (PrCarb) and 3-nitrotyrosine] with the frailty status in participants older than 65 years.
1,"Plasma levels of vitamins A (retinol), D<sub>3</sub> , E (α-tocopherol and γ-tocopherol) and carotenoids (α-carotene and β-carotene, lycopene, lutein/zeaxanthin, and β-cryptoxanthin), PrCarb, and 3-nitrotyrosine were measured in 1450 individuals of the FRAILOMIC initiative. Participants were classified into robust, pre-frail, and frail using Fried's frailty criteria. Associations between biomarkers and frailty status were assessed by general linear and logistic regression models, both adjusted for cohort, season of blood sampling, gender, age, height, weight, and smoking."
2,"Robust participants had significantly higher vitamin D<sub>3</sub> and lutein/zeaxanthin concentrations than pre-frail and frail subjects; had significantly higher γ-tocopherol, α-carotene, β-carotene, lycopene, and β-cryptoxanthin concentrations than frail subjects, and had significantly lower PrCarb concentrations than frail participants in multivariate linear models. Frail subjects were more likely to be in the lowest than in the highest tertile for vitamin D<sub>3</sub> (adjusted odds ratio: 2.15; 95% confidence interval: 1.42-3.26), α-tocopherol (2.12; 1.39-3.24), α-carotene (1.69; 1.00-2.88), β-carotene (1.84; 1.13-2.99), lycopene (1.94; 1.24-3.05), lutein/zeaxanthin (3.60; 2.34-5.53), and β-cryptoxanthin (3.02; 1.95-4.69) and were more likely to be in the highest than in the lowest tertile for PrCarb (2.86; 1.82-4.49) than robust subjects in multivariate regression models."
3,Our study indicates that both low FMN and high PrCarb concentrations are associated with pre-frailty and frailty.
0,"Obesity is associated with increased risk of a number of serious medical conditions, including urological disorders. This study investigated the effect of lipidic extracts of saladette tomato pomace (STP) and Serenoa repens (SR) on the prostate and bladder in a rat obese model induced by high-carbohydrate diet."
1,"High-sucrose-fed rats showed higher prostate weight as well as increased contractility and stromal and epithelial hyperplasia in the prostate. Treatment with STP and SR improved contractility and diminished hyperplasia and hypertrophy in the prostate. Obese animals also showed impaired bladder contractility, but neither extract reversed this deterioration. In the histological study, a disarray in the process of smooth muscle cell proliferation with non-parallel fibers was observed; interestingly, treatment with STP and SR led to improvement in this derangement."
2,"These findings indicated impaired contractility and hyperplasia in the prostate and bladder of obese rats induced by high sucrose. STP and SR could enhance prostate function by reducing contractility and hyperplasia and improve smooth muscle fiber structure and decrease cell proliferation in the bladder, suggesting their possible health-beneficial effects on lower urinary tract symptoms. © 2017 Society of Chemical Industry."
0,"Strenuous physical activity is known to generate reactive oxygen species to a point that can exceed the antioxidant defense system and lead to oxidative stress. Dietary intake of antioxidants, plasma enzymatic (superoxide dismutase, glutathione reductase [Gr], and glutathione peroxidase [GPx]) activities, nonenzymatic (total antioxidant status [TAS], uric acid, alpha-tocopherol, retinol, alpha-carotene, beta-carotene, lycopene, and lutein + zeaxanthin) antioxidants, and markers of lipid peroxidation (thiobarbituric-acid-reactive substances [TBARS]) and muscle damage (creatine kinase [CK]) were measured in 17 elite male kayakers and canoeists under resting conditions and in an equal number of age- and sex-matched sedentary individuals. Athletes showed increased plasma values of alpha-tocopherol (p = .037), alpha-carotene (p = .003), beta-carotene (p = .007), and superoxide dismutase activity (p = .002) and a lower TAS level (p = .030). Antioxidant intake (alpha-tocopherol, vitamin C, and beta-carotene) and plasmatic GPx, Gr, lycopene, lutein + zeaxanthin, retinol, and uric acid levels were similar in both groups. Nevertheless, TBARS (p < .001) and CK (p = .011) levels were found to be significantly higher in the kayakers and canoeists. This work suggests that despite the enhanced levels of antioxidants, athletes undergoing regular strenuous exercise exhibited more oxidative stress than sedentary controls."
0,"Carotenoids are a class of natural, fat-soluble pigments found principally in plants. They have potential antioxidant biological properties because of their chemical structure and interaction with biological membranes. Epidemiologic studies supported the hypothesis that antioxidants could be used as an inexpensive means of both primary and secondary cardiovascular disease (CVD) prevention. In fact, the oxidation of low-density lipoproteins (LDL) in the vessels plays a key role in the development of atherosclerotic lesions. The resistance of LDL to oxidation is increased by high dietary antioxidant intake, so that carotenoids, as part of food patterns such as the Mediterranean diet, may have beneficial effects on cardiovascular health too. Further properties of carotenoids leading to a potential reduction of cardiovascular risk are represented by lowering of blood pressure, reduction of pro-inflammatory cytokines and markers of inflammation (such as C-reactive protein), and improvement of insulin sensitivity in muscle, liver, and adipose tissues. In addition, recent nutrigenomics studies have focused on the exceptional ability of carotenoids in modulating the expression of specific genes involved in cell metabolism. The aim of this review is to focus attention to this effect of some carotenoids to prevent CVD. "
0,To review the literature and provide recommendations on diet and lifestyle considerations in patients with prostate cancer using evidence from randomized controlled trials (RCTs) with additional considerations based on observational evidence.
1,"We initiated our search on ClinicalTrials.gov combining the term ""prostate cancer"" with a variety of diet and lifestyle factors. We then supplemented our summary of publications from registered trials by including other publications available on Pubmed."
2,"There is a well-established benefit of exercise for improving functional outcomes and pelvic floor muscle training for improving treatment-related adverse effects. Multimodality interventions that integrate several factors (e.g., low-saturated fat, plant-based, whole-food diets with exercise, and stress reduction) appear to have the most clinically significant benefit for patients with prostate cancer. Ongoing multimodality interventions are including the efficacy of implementation strategies as observed outcomes. Limited RCT evidence suggests a clinically significant benefit for guided imagery/progressive muscle relaxation, Pilates, and lycopene-rich diets and a modest benefit for green tea, qigong, massage, and avoidance of nonprescribed vitamin and mineral supplements. Observational and single arm trial evidence indicates a need for further exploration of acupuncture, coffee, cruciferous vegetables, fish, Larrea tridentata, mushrooms, and vegetable-derived fats and avoidance of eggs, dairy, poultry with skin, processed red meat, and saturated fat. Published trials suggest no benefit from hypnosis, milk thistle, pomegranate, soy, or omega-3 fatty acid supplementation."
3,"Our search demonstrated that most diet and lifestyle factors identified from observational studies have limited data from RCTs. Few items have shown early evidence of benefit. The best recommendation for patients with prostate cancer is to form a habit of wellness through healthy eating, aerobic and resistance exercise, and psychological well-being. Future trial development should consider how interventions can be implemented into real world practice."
0,"Recent studies have suggested a protective role for lycopene, an antioxidant carotenoid, in the prevention of stress including environmental stress. Tomatoes and tomato products are the major dietary source of lycopene. The objective of the present study was to investigate the effect of dietary tomato powder supplementation on the performance and lipid peroxidation of meat in Japanese quail (Coturnix coturnix japonica) exposed to a high ambient temperature of 34 degrees C. A total of 180 ten-day-old male quails were randomly allocated into 6 groups consisting of 10 replicates of 3 birds. Birds were kept in wire cages in a temperature-controlled room at either 22 degrees C (thermoneutral) or 34 degrees C (heat stress) for 8 h/ d (0900 to 1700 h during the study). Birds were fed either a basal diet or the basal diet supplemented with 2.5 or 5.0% of tomato powder. Tomato powder supplementation linearly increased feed intake, live weight gain, and feed conversion (P = 0.01) under heat stress conditions but did not show the same effect at thermoneutral conditions (P > 0.05). Heat stress significantly increased malondialdehyde concentration and decreased vitamin concentrations in the serum, liver, and muscles of quail. Serum lycopene and vitamin C, E, and A (P = 0.01) concentrations increased linearly in birds at all groups. Malondialdehyde levels in serum, liver (P = 0.001), and muscles linearly decreased in all birds of both thermoneutral and heat stress groups as dietary tomato powder supplementation increased. The results of the study indicate that tomato powder modulates the oxidation-antioxidation system of the muscles in Japanese quail exposed to high ambient temperature."
0,"The aim of this study was to determine the tissue distribution of carotenoids in palm oil and to correlate the accumulation of carotenoids with protection against oxidative stress. We found that: (i) After 2 weeks beta-carotene in the liver increased from 7.3 to 30 ng/g wet tissue; alpha-carotene and lycopene after 10 weeks of feeding were 74 and 49 ng/g wet tissue respectively; (ii) Beta-carotene content in heart and hind limb skeletal muscles increased after 10 weeks to 17 and 6 ng/g wet tissue respectively; (iii) No carotenoids were detected in the brain, adipose and skin during the period of feeding; (iv) After in vitro induction of lipid peroxidation in liver homogenates by an azo-initiator of peroxyl radicals an inverse correlation between tissue carotenoid level and accumulation of lipid peroxidation products was observed; alpha-carotene > lycopene > beta-carotene."
0,"Hepatic stellate cells (HSC) have an important role in the development of liver fibrosis by producing extracellular matrix proteins when they are activated upon liver injury. We previously demonstrated that astaxanthin (ASTX), a xanthophyll carotenoid, attenuates HSC activation. The objective of this study was to compare the anti-fibrogenic effects of ASTX with those of other common carotenoids. LX-2 cells, a human HSC cell line, were treated with ASTX, lycopene, lutein (LT), zeaxanthin, or canthaxanthin, to measure messenger RNA (mRNA) and protein expression of pro-fibrogenic genes. Pro-fibrogenic gene expressions were also measured in ASTX- or LT-treated primary mouse HSC. To determine the underlying mechanisms of the anti-fibrogenic effect of ASTX and LT, SMA-related and MAD-related protein 3 (SMAD3) pathways and the accumulation of reactive oxygen species (ROS) were measured in LX-2 cells. Among five carotenoids tested, ASTX and LT attenuated HSC activation in LX-2 cells by reducing the mRNA and protein levels of pro-fibrogenic genes, such as smooth muscle α actin and procollagen type I α1 (COL1A1). In addition, both ASTX and LT significantly decreased the expression of pro-fibrogenic genes, including COL1A1, COL3A1, and COL6A1, in activated primary mouse HSC, with ASTX being more potent than LT. The anti-fibrogenic effect of ASTX was mediated by inhibiting the phosphorylation of SMAD3 and cellular ROS accumulation, while LT only prevented the accumulation of ROS in LX-2 cells. In conclusion, ASTX showed the most potent anti-fibrogenic effect among the five carotenoids via inhibition of SMAD3 phosphorylation and cellular ROS accumulation while LT only prevented ROS levels in HSC."
0,"Quiescent, serum-starved human aortic smooth muscle cells were restimulated with 20% foetal calf serum in Dulbecco's modified Eagle medium, in the presence and absence of beta-carotene, canthaxanthin, zeaxanthin, lycopene, lutein or beta-cryptoxanthin, at final concentrations up to 23 microM. Concentration-dependent inhibition of DNA synthesis, measured by [methyl-3H]thymidine incorporation, was observed for the carotenoids, except for canthaxanthin and lutein which had no effect. Lycopene was the most potent of the carotenoids tested. The results suggest that antiproliferative effects of dietary carotenoids might be of significance in vivo."
0,"Carotenoids are important antioxidant compounds, present in many foods of plant, animal and marine origin. The aim of the present study was to describe the carotenoid composition of tomato waste, prawn muscle and cephalothorax and avian (duck and goose) egg yolks through the use of a modified gradient elution HPLC method with a C<sub>30</sub> reversed-phase column for the efficient separation and analysis of carotenoids and their <i>cis</i>-isomers. Elution time was reduced from 60 to 45 min without affecting the separation efficiency. All-<i>trans</i> lycopene predominated in tomato waste, followed by all-<i>trans</i>-β-carotene, 13-<i>cis</i>-lutein and all-<i>trans</i> lutein, while minor amounts of 9-<i>cis</i>-lutein, 13-<i>cis</i>-β-carotene and 9-<i>cis</i>-β-carotene were also detected. Considering the above findings, tomato waste is confirmed to be an excellent source of recovering carotenoids, especially all-<i>trans</i> lycopene, for commercial use. Xanthophylls were the major carotenoids of avian egg yolks, all-<i>trans</i> lutein and all-<i>trans</i> zeaxanthin in duck and goose egg yolk, respectively. In the <i>Penaeus kerathurus</i> prawn, several carotenoids (zeaxanthin, all-<i>trans</i>-lutein, canthaxanthin, cryptoxanthin, optical and geometrical astaxanthin isomers) were identified in considerable amounts by the same method. A major advantage of this HPLC method was the efficient separation of carotenoids and their <i>cis</i>-isomers, originating from a wide range of matrices."
0,"The complex network of etiological factors, signals and tissue responses involved in chronic prostatitis/chronic pelvic pain syndrome (CP/CPPS) cannot be successfully targeted by a single therapeutic agent. Multimodal approaches to the therapy of CP/CPPS have been and are currently being tested, as in the frame of complex diagnostic-therapeutic phenotypic approaches such as the urinary, psychosocial, organ-specific, infection, neurological and muscle tenderness (UPOINTS) system. In this study, the effect of combination therapy on 914 patients diagnosed, phenotyped and treated in a single specialized prostatitis clinic was analyzed. Patients received α-blockers, <i>Serenoa repens</i> (<i>S. repens</i>) extracts combined or not with supplements (lycopene and selenium) and, in the presence of documented or highly suspected infection, antibacterial agents. Combination treatment induced marked and significant improvements of National Institutes of Health Chronic Prostatitis Symptom Index (NIH-CPSI) prostatitis symptom scores, International Index of Erectile Function (IIEF) sexual dysfunction scores, urinary peak flow rates and bladder voiding efficiency. These improvements, assessed after a 6-month course of therapy, were sustained throughout a follow-up period of 18 months. A clinically appreciable reduction of ≥6 points of the total NIH-CPSI score was achieved in 77.5% of patients subjected to combination therapy for a period of 6 months. When the patients were divided in two cohorts, depending on the diagnosis of CP/CPPS [inflammatory (IIIa) vs. non-inflammatory (IIIb) subtypes], significant improvements of all signs and symptoms of the syndrome were observed in both cohorts at the end of therapy. Intergroup comparison showed that patients affected by the IIIa sub-category of CP/CPPS showed more severe signs and symptoms (NIH-CPSI total, pain and quality of life impact scores, and Qmax) at baseline when compared with IIIb patients. However, the improvement of symptoms after therapy was significantly more pronounced in IIIa patients when compared with IIIb patients. In contrast to current opinion, the evidence emerging from the present investigation suggests that the inflammatory and non-inflammatory sub-categories of CP/CPPS may represent two distinct pathological conditions or, alternatively, two different stages of the same condition. In conclusion, a simple protocol based on α-blockers, <i>S. repens</i> extracts and supplements and antibacterial agents, targeting the urinary, organ specific and infection domains of UPOINTS, may induce a clinically appreciable improvement of the signs and symptoms of CP/CPPS in a considerable percentage of patients. In patients not responding sufficiently to such therapy, second-line agents (antidepressants, anxiolytics, muscle relaxants, 5-phosphodiesterase inhibitors and others) may be administered in order to achieve a satisfactory therapeutic response."
0,"The large volume of training performed by elite athletes throughout the season can translate into a chronic oxidative insult. To study the effects that chronically high training loads have on athletes' redox status, superoxide dismutase (SOD), glutathione reductase, glutathione peroxidase (GPx), and creatine kinase activities; total antioxidant status (TAS); and uric acid, retinol, alpha-tocopherol, alpha-carotene, beta-carotene, lycopene, lutein + zeaxanthin, vitamin C, thiobarbituric acid reactive substances (TBARS), interleukin-6, and cortisol levels were determined in 9 kayakers (6 men) in a competitive period during the first season (June, T1), and in precompetitive (March, T2) and competitive (June, T3) periods during the following season. TAS decreased from the first to the second season (T1 vs. T2, p < 0.001; T1 vs. T3, p < 0.001). TBARS (p = 0.024) decreased from T1 to T2. The alpha-tocopherol increase (p = 0.001) from T1 to T2 lost statistical significance after adjustment for total lipids (p = 0.243). GPx (p = 0.003) increased, while SOD (p < 0.001) and uric acid (p = 0.032) decreased from T2 to T3. Cortisol levels decreased significantly throughout the study (T1 vs. T2, p = 0.042; T2 vs. T3, p = 0.018; T1 vs. T3, p = 0.002). No significant differences were observed for any of the other parameters studied. Antioxidant status changed more within the same season than from one season to another. Redox markers should be monitored throughout the season to detect athletes at an increased oxidative risk."
0,"Carotenoids are health-promoting organic molecules that act as antioxidants and essential nutrients. We show that chickens raised on a diet enriched with an engineered corn variety containing very high levels of four key carotenoids (β-carotene, lycopene, zeaxanthin and lutein) are healthy and accumulate more bioavailable carotenoids in peripheral tissues, muscle, skin and fat, and more retinol in the liver, than birds fed on standard corn diets (including commercial corn supplemented with colour additives). Birds were challenged with the protozoan parasite Eimeria tenella and those on the high-carotenoid diet grew normally, suffered only mild disease symptoms (diarrhoea, footpad dermatitis and digital ulcers) and had lower faecal oocyst counts than birds on the control diet. Our results demonstrate that carotenoid-rich corn maintains poultry health and increases the nutritional value of poultry products without the use of feed additives. "
0,"The sclerotia of Pleurotus tuberregium are used in Southern Nigeria for the management of diabetes and hypertension, yet there is scarcity of information in the literature regarding the evaluation of the biochemical basis of its antihypertensive property, as well as the biochemical impact of its administration to the hypertensive. Thus, in this study, the ability of an aqueous extract of the sclerotia of Pleurotus tuberregium to moderate biochemical and hematological indices was investigated in normal and sub-chronic salt-loaded rats."
1,"The normal and treatment control groups received a diet consisting 100% of the commercial feed, while the test control, reference and test treatment groups received an 8% salt-loaded diet. The extract was orally administered daily at 100 and 200 mg/kg body weight; while the moduretics was administered at 1 mg/kg. The normal and test control groups received appropriate volumes of water by the same route."
2,"On gas chromatographic analysis of the crude aqueous extract, 29 known flavonoids (mainly 47.71% kaempferol and 37.36% quercetin), four saponins (mainly 72.93% avenacin B1 and 26.80% avenacin A1), six hydroxycinnamic acid derivatives (mainly 57.57% p-coumaric and 42.10% caffeic acid), ten carotenoids (mainly 58.44% carotene and 28.16% lycopene) and seven phytosterols (mainly 98.16% sitosterol) were detected. Also detected were nine benzoic acid derivatives (mainly 44.19% ferulic acid and 25.92% rosmarinic acid), six lignans (mainly 70.88% galgravin and 22.69% retusin), three allicins (mainly 71.92% diallyl thiosulphinate and 23.68% methyl allyl thiosulphinate), seven glycosides (mainly 84.86% arbutin and 12.01% ouabain), 31 alkaloids (mainly 48.82% lupanine, 32.26% augustamine) and 24 terpenes (mainly 60.66% limonene and 6.52% geranyl acetate). Compared to test control, the treatment significantly, dose-dependently lowered (P < 0.05) the mean cell volume, atherogenic indices (cardiac risk ratio, atherogenic coefficient and atherogenic index of plasma), plasma alanine and aspartate transaminase activities, mean cell hemoglobin, sodium, bicarbonate, urea, blood urea nitrogen, triglyceride, total-, non-high density lipoprotein-, low density lipoprotein- and very low density lipoprotein cholesterol concentrations, and neutrophils, monocytes and platelets counts of the treated animals. However, it significantly, dose-dependently increased (P < 0.05) the hemoglobin concentration, mean cell hemoglobin, red cells and lymphocytes counts, plasma high density lipoprotein cholesterol, calcium, potassium, chloride, creatinine, albumin and total protein concentrations of the treated animals."
3,"All these results support the use of the plant in traditional health care, for the management of hypertension, and highlight the cardio-protective potential of the sclerotia, whilst suggesting that its antihypertensive activity may be mediated through alteration of plasma levels of sodium and potassium, or increases in muscle tone brought about by changes in plasma calcium levels."
0,"This study aimed to investigate the response of blood antioxidants and biomarkers of lipid peroxidation, muscle damage and inflammation to a 1000m kayak trial in elite male kayakers."
1,"Enzymatic (superoxide dismutase [SOD], glutathione reductase [Gr] and glutathione peroxidase [GPx] activities) and non-enzymatic (total antioxidant status [TAS], uric acid, α-tocopherol, α-carotene, β-carotene, lycopene and lutein and zeaxanthin) antioxidants, thiobarbituric acid reactive substances (TBARS), creatine kinase (CK), interleukin-6 (IL-6) and cortisol were determined in 15 elite male kayakers before and 15 min after a 1000-m kayak simulated race."
2,"Both enzymatic and non-enzymatic antioxidants were unaffected by exercise, with the exception of α-carotene which decreased (P=0.013). Uric acid levels were incremented following exercise (P=0.016). The acute exercise resulted in a significant decrease in TAS (P=0.001) and in an increase in CK (P=0.023), TBARS (P<0.001) and IL-6 (P=0.028)."
3,Our study suggests that a 1000-m kayak simulated race induces oxidative stress and damage in highly-trained kayakers.
0,"The progression and exacerbations of chronic obstructive pulmonary disease (COPD) are intimately associated with tobacco smoke/biomass fuel-induced oxidative and aldehyde/carbonyl stress. Alterations in redox signaling proinflammatory kinases and transcription factors, steroid resistance, unfolded protein response, mucus hypersecretion, extracellular matrix remodeling, autophagy/apoptosis, epigenetic changes, cellular senescence/aging, endothelial dysfunction, autoimmunity, and skeletal muscle dysfunction are some of the pathological hallmarks of COPD. In light of the above it would be prudent to target systemic and local oxidative stress with agents that can modulate the antioxidants/ redox system or by boosting the endogenous levels of antioxidants for the treatment and management of COPD. Identification of various antioxidant agents, such as thiol molecules (glutathione and mucolytic drugs, such as N-acetyl-L-cysteine, N-acystelyn, erdosteine, fudosteine, ergothioneine, and carbocysteine lysine salt), dietary natural product-derived polyphenols and other compounds (curcumin, resveratrol, green tea catechins, quercetin sulforaphane, lycopene, acai, alpha-lipoic acid, tocotrienols, and apocynin) have made it possible to modulate various biochemical aspects of COPD. Various researches and clinical trials have revealed that these antioxidants can detoxify free radicals and oxidants, control expression of redox and glutathione biosynthesis genes, chromatin remodeling, and ultimately inflammatory gene expression. In addition, modulation of cigarette smoke-induced oxidative stress and related cellular changes have also been reported to be effected by synthetic molecules. This includes specific spin traps like α-phenyl-N-tert-butyl nitrone, a catalytic antioxidant (ECSOD mimetic), porphyrins (AEOL 10150 and AEOL 10113), and a superoxide dismutase mimetic M40419, lipid peroxidation and protein carbonylation blockers/inhibitors, such as edaravone and lazaroids/tirilazad, myeloperoxidase inhibitors, as well as specialized pro-resolving mediators/inflammatory resolving lipid mediators, omega-3 fatty acids, vitamin D, and hydrogen sulfide. According to various studies it appears that the administration of multiple antioxidants could be a more effective mode used in the treatment of COPD. In this review, various pharmacological and dietary approaches to enhance lung antioxidant levels and beneficial effects of antioxidant therapeutics in treating or intervening the progression of COPD have been discussed."
0,"The carotenoid compositions, antioxidant activities and the potential cardio-protective role of 13 tomato cultivars with distinct colour were studied. Colour coordinates were evaluated by colorimeter and the carotenoid compositions were analysed by UPLC. Red tomatoes had the highest total carotenoid contents (TCC) and antioxidant activities, followed by purple, orange, pink and yellow ones. The TCC were 120.5-278.0 μg/gDW, and the antioxidant activities were 21.32-40.07 μmolTE/gDW (PCL), 64.42-89.98% (DPPH) and 10.47-13.76 μmolTE/g DW (ORAC), respectively. The lipophilic extracts were also found to prevent cell death in a cell-based model system using cardiac H9c2 cells and H(2)O(2), via attenuation of the caspase-3 and matrix metalloproteinase-2 activities. The extracts of different tomatoes showed strong but different antioxidant activities. Roles of total and individual carotenoids in the antioxidant activities were studied and lycopene showed the highest correlation. Results of this study can be used to guide the development of new tomato cultivars and functional foods, and benefit the consumers."
0,"Watermelon is rich in L-citrulline, an effective precursor of L-arginine. This study was conducted to determine whether dietary supplementation with watermelon pomace juice could ameliorate the metabolic syndrome in the Zucker diabetic fatty (ZDF) rat, an animal model of noninsulin-dependent diabetes mellitus. Nine-week-old ZDF rats were assigned randomly to receive drinking water containing 0% (control) or 0.2% L-arginine (as 0.24% L-arginine-HCl), 63% watermelon pomace juice, 0.01% lycopene, or 0.05% citrus pectin (n = 6 per treatment). At the end of the 4-wk supplementation period, blood samples, aortic rings, and hearts were obtained for biochemical and physiological analyses. Feed or energy intakes did not differ among the 5 groups of rats. However, dietary supplementation with watermelon pomace juice or L-arginine increased serum concentrations of arginine; reduced fat accretion; lowered serum concentrations of glucose, free fatty acids, homocysteine, and dimethylarginines; enhanced GTP cyclohydrolase-I activity and tetrahydrobiopterin concentrations in the heart; and improved acetylcholine-induced vascular relaxation. Compared with the control, dietary supplementation with lycopene or citrus pectin did not affect any measured parameter. These results provide the first evidence to our knowledge for a beneficial effect of watermelon pomace juice as a functional food for increasing arginine availability, reducing serum concentrations of cardiovascular risk factors, improving glycemic control, and ameliorating vascular dysfunction in obese animals with type-II diabetes."
0,"We used DNA microarrays to identify panels of transcriptional markers of aging that are differentially expressed in young (5 month) and old (25 month) mice of multiple inbred strains (129sv, BALB/c, CBA, DBA, B6, C3H and B6C3F(1)). In the heart, age-related changes of five genes were studied throughout the mouse lifespan: complement component 4, chemokine ligand 14, component of Sp100-rs, phenylalanine hydroxylase and src family associated phosphoprotein 2. A similar analysis in the brain (cerebellum) involved complement component 1q (alpha polypeptide), complement component 4, P lysozyme structural, glial fibrillary acidic protein and cathepsin S. Caloric restriction (CR) inhibited age-related expression of these genes in both tissues. Parametric analysis of gene set enrichment identified several biological processes that are induced with aging in multiple mouse strains. We also tested the ability of dietary antioxidants to oppose these transcriptional markers of aging. Lycopene, resveratrol, acetyl-l-carnitine and tempol were as effective as CR in the heart, and alpha-lipoic acid and coenzyme Q(10) were as effective as CR in the cerebellum. These findings suggest that transcriptional biomarkers of aging in mice can be used to estimate the efficacy of aging interventions on a tissue-specific basis."
